PerformanceID,PlayerID,ClubID,LeagueID,SeasonID,PositionID,MarketValueEUR,WageEUR,Matches,MinutesPlayed,Goals,Assists,xG,xA,PassAccuracy,KeyPasses,TacklesWon,Interceptions,DefensiveDuelsWon,Shots,ShotsOnTarget,DribblesCompleted,ProgressivePasses,ProgressiveCarries,GoalContribution,GoalValueRatio,PerformanceScore
5729,570,45,4,3,8,43627000,10290,19,1697,3,1,2.57,2,83.5,0,3.33,1.5,67.9,0.3,38.8,0.44,0.96,1.41,4,0.0000000688,34.85
5730,1217,72,6,4,3,58063000,19440,34,3060,13,3,11.25,4.06,82,0.54,0.13,0.59,50.4,3.55,27.7,2.22,1.22,5.67,16,0.0000002239,84.93
5731,1302,11,1,5,8,41979000,13440,28,2464,0,4,0.12,3.9,73.4,0,2.76,2.73,40.1,0.72,26.4,0.09,3.65,2.26,4,0,38.63
5732,39,32,3,1,5,27979000,10470,29,1893,5,9,5.71,9.44,89.8,3.59,1.07,1.3,41.2,1.93,52.4,3.45,3.72,6.03,14,0.0000001787,81.14
5733,1984,65,6,4,5,10339000,2970,10,900,1,2,4.19,3.33,84.3,3.77,1.23,2.25,46.6,0.44,30.4,2.47,5.67,2.9,3,0.0000000967,34.73
5734,1244,94,8,4,10,11030000,4840,29,2492,0,0,0,0.07,68.5,0.3,0.13,0.49,47.1,0,0,0,3.81,0,0,0,16.24
5735,1166,4,1,4,1,124075000,38510,23,1534,4,8,2.57,8.3,72,1.14,1.01,0,32.3,1.03,37,1.67,2.24,2.76,12,0.0000000322,63.1
5736,1666,57,5,3,3,29849000,10550,22,1980,10,2,9.15,2.68,76.8,2.06,0.31,0.15,52.2,2.43,50.3,2.35,3.93,3.86,12,0.000000335,67.54
5737,1352,86,8,4,9,59891000,26670,36,3171,4,2,4.06,2.07,86.8,0.7,0.55,3.33,64.2,0.05,49.8,0.53,7.39,1.83,6,0.0000000668,51.15
5738,1452,29,3,3,7,21927000,6930,29,2181,0,1,0,0.78,79,0.63,1.88,2.12,50.7,1.28,22.1,0.78,3.69,2.78,1,0,25.72
5739,430,86,8,2,3,15354000,4530,22,1980,7,4,7.43,5.13,71.8,1.25,1.12,0.19,66.5,4.6,33.3,3.33,1.82,3.83,11,0.0000004559,62.46
5740,1588,11,1,3,10,20484000,3540,19,1463,0,0,0,0,75.4,0.3,0.26,0,45.7,0,0,0,4.84,0.62,0,0,13.51
5741,495,48,4,4,10,57913000,11260,38,2777,0,0,0,0.34,72.5,0.15,0.04,0.42,24.6,0,0,0,6.11,0.3,0,0,17.6
5742,1560,39,4,4,4,27507000,12150,18,1620,3,2,2.69,3.29,78.3,2.25,2.19,1.02,64,1.28,49.1,1.82,3.91,3.17,5,0.0000001091,42
5743,939,89,8,3,7,12877000,3910,30,2079,1,2,0.73,1.51,95.8,0,3.06,1.75,47.4,0.12,23.2,0.52,7.29,1.81,3,0.0000000777,35.46
5744,1363,20,2,4,10,22849000,4090,22,1546,0,0,0,0.18,78.6,0.12,0.23,0.2,46.2,0,0,0,2.68,0.26,0,0,12.64
5745,950,37,4,1,5,65046000,26900,20,1623,2,2,1.18,2.04,81.6,1.86,1.19,1.19,44.3,2.36,41.9,2.56,4.94,3.5,4,0.0000000307,36.68
5746,481,48,4,3,6,25453000,9280,33,2861,2,2,1.94,2.97,87.3,1.27,1.61,0.79,59.7,2.68,44.8,2.07,5.72,5.16,4,0.0000000786,41.92
5747,1058,72,6,5,8,23600000,3720,13,916,1,0,1.18,0.24,76.4,0.6,2.85,3.17,56.9,0.25,42.9,0,5.77,3.73,1,0.0000000424,25.45
5748,935,68,6,2,5,25090000,6610,15,1069,2,2,2.6,3.09,87.5,1.01,1.22,1.13,40.4,1.02,28.9,2.12,6.67,5.87,4,0.0000000797,35.76
5749,1917,93,8,4,10,8120000,2840,16,1440,0,0,0,0,69.8,0.24,0.04,0.25,13.9,0,0,0,3.04,0.46,0,0,11.16
5750,419,20,2,3,7,35105000,9580,26,1513,0,1,0.45,0.94,84,1.29,3.32,1.6,72.1,1.33,51,1.44,6.12,1.38,1,0,27
5751,800,71,6,4,7,6344000,2570,19,1128,0,2,0,2.7,94.1,1.01,2.28,2.66,51.2,1.03,35.3,0.67,3.95,2.8,2,0,28.82
5752,1370,15,2,3,5,24771000,9020,29,2365,7,7,7.03,6.51,87.8,1.76,1.36,0.47,45.9,2.29,31.4,2.43,5.17,2.46,14,0.0000002826,78.3
5753,891,6,1,5,9,29673000,4970,19,1017,2,2,2.63,1.59,71.5,0.4,1.54,1.33,55.9,0.31,23.8,0.88,3.13,1.04,4,0.0000000674,30.77
5754,417,78,7,1,8,26576000,11190,24,1633,0,2,0.56,2.23,87.5,0.3,1.31,2.59,71.7,0.55,37.5,0.67,5.43,1.9,2,0,28.76
5755,1269,13,2,4,9,39234000,11610,28,1973,1,1,1.46,1.89,90.6,0.74,3.46,1.02,47,0,0,0.91,5.82,1.3,2,0.0000000255,30.56
5756,499,18,2,3,1,19057000,5470,15,1350,5,1,3.57,2.85,69.3,2.52,0.25,0.67,27.1,2.08,30.9,3.4,2.24,3.33,6,0.0000002624,40.45
5757,1828,49,5,1,6,19507000,7710,25,1763,3,7,3.49,7.66,76.4,0.39,0.97,1.31,43.4,2.5,45.4,1.56,6.63,2.87,10,0.0000001538,59.07
5758,695,15,2,5,1,45453000,11550,23,1854,4,4,7.13,3.04,73.1,0.84,0.3,0.09,51.5,3.15,29.6,1.42,3.38,2.11,8,0.000000088,47.85
5759,943,45,4,4,8,51147000,21860,26,2185,0,1,0.29,1.08,84.7,1.17,2.7,2.16,59.6,0.58,34.1,1.15,3.48,2.01,1,0,27.64
5760,343,6,1,3,6,25180000,10220,19,1381,0,7,0.46,8.37,86.4,1.25,0.88,1.92,47.8,0.38,27.9,0,4.28,1.18,7,0,46.32
5761,454,22,2,4,9,26753000,5100,18,1620,0,1,0.32,1.87,80.9,0.04,2.3,0.2,59.1,1.13,47.4,0.54,5.64,1.01,1,0,21.6
5762,1928,35,3,2,7,13251000,4000,37,3262,0,0,0.13,0.1,88.3,0.3,1.63,2.23,56.2,0.25,27.1,0.15,3.45,2.62,0,0,25.09
5763,1792,25,3,3,3,26466000,8580,36,2729,14,2,12.66,1.77,68.7,2.01,0.47,0.56,62.7,2.99,40.4,1.25,3.95,3.83,16,0.000000529,86.55
5764,1040,82,7,4,4,65710000,22940,25,1971,1,2,4.16,4.6,96,1.63,1.67,1.66,60.7,2.43,44.7,2.44,6.08,2.59,3,0.0000000152,35.97
5765,576,4,1,3,10,12510000,3020,34,2792,0,1,0,0.86,81.3,0.27,0.2,0.49,42.7,0,0,0,5.2,0,1,0,22.49
5766,1959,69,6,3,8,21256000,8630,26,2230,0,2,0.34,2.09,88.6,0.53,2.59,2.02,65.6,0.53,52,0.7,4.21,1.36,2,0,30.94
5767,1017,40,4,2,5,46360000,17110,22,1749,5,6,6.11,7.22,95.8,0,1.51,1.66,58.3,0.94,40.7,2.68,5.76,1.69,11,0.0000001079,63.9
5768,1082,53,5,3,8,19344000,6760,16,1051,0,1,0.7,1.23,81.4,0,2.22,1.54,48.7,0.44,12.2,0.15,7.88,3.24,1,0,23.11
5769,1292,11,1,3,1,65903000,27250,29,2516,13,5,12.05,5.04,79.2,1.81,1.55,0.28,50.7,2.48,49.7,2.27,2.43,3.61,18,0.0000001973,93.8
5770,516,27,3,5,6,54618000,11410,31,1816,4,5,4.56,5.17,79.4,1.58,2.1,0.75,50.4,2.07,24.2,2.03,6.04,4.37,9,0.0000000732,58.53
5771,1216,5,1,4,6,28517000,7120,13,1011,3,0,5.14,1.23,88.8,3.6,1.23,2.49,62,2.02,24.8,1.08,3.08,2.78,3,0.0000001052,34.46
5772,464,34,3,3,3,85094000,15300,31,2665,12,6,12.36,5.66,66.4,3.2,0,0.66,64.9,2.92,28.5,2.27,4.78,4.46,18,0.000000141,96.36
5773,1783,58,5,3,1,61213000,12860,23,1475,11,3,10.54,2.62,69.5,2.39,0,0.54,51.9,4.72,36.3,1.61,3.85,3.58,14,0.0000001797,73.9
5774,423,32,3,4,1,79227000,29490,36,2947,7,3,7.59,2.43,64,1.79,0.57,0.89,35,3.9,26.4,2.62,4.22,3.09,10,0.0000000884,62.17
5775,1291,38,4,3,2,37930000,16150,30,1979,10,4,9.94,4.87,73.1,2.22,0.55,0.8,40.7,3.56,45.9,3.28,4.42,3.43,14,0.0000002636,76.35
5776,1863,67,6,5,4,21019000,4460,28,1929,4,6,4.47,6.48,89.5,1.85,1.26,1.29,34.4,1.58,38.9,1.14,4.68,3.29,10,0.0000001903,61.76
5777,484,21,2,1,10,14040000,3590,37,2665,0,0,0,0,80.6,0.29,0.16,0.57,58,0,0,0,3.9,0.14,0,0,17.98
5778,1574,67,6,3,2,24931000,4860,19,1635,7,2,7.68,2.24,78.3,1.81,0.7,0,47.7,4.1,50.8,1.35,2.63,1.87,9,0.0000002808,52.6
5779,1223,4,1,3,9,33805000,14710,21,1544,2,1,1.84,2.03,79.6,0.48,2.28,1.72,61.5,1.22,45,1.25,6.17,2.12,3,0.0000000592,32.64
5780,1492,7,1,1,5,24150000,10060,26,1790,4,4,6.27,5.81,73.7,2.94,1.4,1.08,70,2.98,32,1.22,9.79,4.7,8,0.0000001656,58.38
5781,1711,19,2,2,3,83527000,15670,38,2860,12,6,11.98,6.34,75.6,1.39,0.8,0.15,33.9,2.34,30.9,2.02,1.34,4.47,18,0.0000001437,92.46
5782,1939,30,3,4,5,45530000,9400,29,1928,5,7,4.37,5.84,82.6,1.46,1.22,1.16,52.7,1.45,44.5,4.19,5.59,2.97,12,0.0000001098,69.46
5783,1921,33,3,4,10,8128000,1780,13,951,0,0,0,0,73,0.25,0.04,0.1,51,0,0,0,5.54,0.14,0,0,11.73
5784,397,29,3,3,3,59914000,20970,38,3279,11,5,12.02,6.18,77,2.22,1.04,0.28,32.7,3.69,24.3,2.1,3.39,3.97,16,0.0000001836,88.35
5785,158,63,6,4,5,12379000,3470,32,2183,1,3,1.98,2,79.9,1.13,1.83,2.14,39.9,2.01,33.9,1.33,9.75,4.62,4,0.0000000808,42.11
5786,1427,31,3,4,10,16209000,5000,22,1369,0,0,0,0.44,86.6,0.27,0.04,0.64,43.6,0,0,0,3.41,0.24,0,0,13.25
5787,1112,33,3,3,3,89462000,16210,34,3060,7,5,7.74,4.5,73.7,1.26,0.77,0.63,37.4,1.9,39.1,2,2.11,3.86,12,0.0000000782,69.56
5788,1235,42,4,4,5,34461000,12350,14,1260,0,2,0.39,3.61,78.5,2.7,2.1,3.49,47.9,0.81,38.7,1.37,6.84,3.87,2,0,33.67
5789,542,71,6,4,4,22647000,8610,22,1405,3,4,3.64,3.99,76.7,1.96,1.36,1.55,41.1,1.28,46.9,1.76,7.93,0.47,7,0.0000001325,48.38
5790,1878,52,5,3,4,31250000,5740,14,1260,1,3,2.26,3.97,86.5,2.83,1.87,1.22,60.6,2.16,33.9,0.64,3.09,3.84,4,0.000000032,37.76
5791,14,66,6,5,8,16286000,5340,24,2160,1,1,1.07,1.39,83.5,0.82,2.83,2.87,60.1,0.79,37.7,0.9,5.45,2.27,2,0.0000000614,33.11
5792,234,15,2,4,8,27474000,4790,20,1510,2,2,2.41,2.68,77.3,0.84,2.18,1.52,62.9,0.49,33.7,0.43,4.14,2.41,4,0.0000000728,35.76
5793,384,29,3,2,2,65714000,22720,26,1761,5,4,2.86,5.52,69.4,1.41,0,0.26,44.6,2.84,46.2,2.18,3.13,4.24,9,0.0000000761,52.79
5794,683,69,6,5,6,10549000,2460,22,1440,3,4,3.62,4.54,76,2.07,1.47,1.77,56.4,2.1,39.4,1.97,3.9,3.45,7,0.0000002844,48.96
5795,1724,67,6,1,6,14532000,5920,24,2109,4,4,3.43,5.17,82.6,0.21,1.67,1.02,51.3,0.26,41.7,1.95,4,3,8,0.0000002753,51.74
5796,162,88,8,5,9,7689000,1420,18,1620,1,1,1.42,0.82,96,0.96,2.27,2.49,27.8,0,0,0.86,4.66,3.33,2,0.0000001301,30.18
5797,375,85,8,1,10,11059000,2410,38,2539,0,1,0,1.16,79.7,0.38,0.18,0.42,30.3,0,0,0,1.7,0.28,1,0,19.64
5798,272,87,8,4,6,10887000,1910,18,1489,5,2,3.94,2.84,80.7,1.5,2.93,1.94,32.9,0.29,37.2,2.71,5.26,5.01,7,0.0000004593,51.21
5799,869,12,1,4,8,17126000,7060,27,2358,1,0,1.22,0,80.1,0.68,3.21,1.59,59.4,0.36,30.9,0,2.94,1.76,1,0.0000000584,26.78
5800,537,94,8,4,10,10674000,2780,34,2505,0,1,0,0.85,68.8,0.26,0.03,0.72,44.9,0,0,0,3.72,0,1,0,20.29
5801,924,40,4,2,5,60982000,14840,12,1080,2,7,2.37,7.97,89.6,0,2.07,1.1,66.7,2.69,36.6,0.14,3.75,4.84,9,0.0000000328,54.18
5802,680,45,4,3,6,21989000,6650,17,1286,3,2,2.72,3.51,88.5,1.81,1.93,1.62,72.6,1.88,32.5,0.23,7.86,4.48,5,0.0000001364,44.03
5803,1712,40,4,5,2,38326000,13050,35,1997,6,4,7.91,3.93,78.1,2.23,0.6,0.33,24.4,3.28,23,1.29,0.91,3.25,10,0.0000001566,57.83
5804,222,44,4,1,2,13721000,4710,7,630,1,0,4.17,1.56,79.5,1.84,0.25,0.7,33.2,2.31,40.6,2.55,2.11,5.51,1,0.0000000729,18.78
5805,734,92,8,2,6,66387000,11860,29,2610,4,9,3.32,7.75,82.4,2.33,0.11,0.68,51.1,2.29,47,2.01,8.85,4.5,13,0.0000000603,77.47
5806,1890,13,2,4,7,104421000,20790,32,2490,2,2,2.44,2.2,76.7,1.32,1.76,2.58,70.8,0.57,41.8,0.68,5.27,2.66,4,0.0000000192,41.41
5807,1509,17,2,5,10,76715000,13350,28,2206,0,0,0,0,92,0.13,0.19,0.75,32.1,0,0,0,2.29,0,0,0,15.38
5808,1063,54,5,5,6,35785000,10750,21,1673,2,4,2.55,4.86,82.3,0.48,2.31,3.06,57.2,1.99,35.3,0.37,7.74,4.93,6,0.0000000559,48.91
5809,268,60,5,2,5,22431000,4290,14,955,1,1,0.86,2.82,78.7,1.42,0.98,1.65,37.4,2.46,44.5,1.17,6.21,4.12,2,0.0000000446,26.69
5810,1393,86,8,3,9,5934000,900,18,1428,0,1,0.13,0.88,86,0.28,3.56,2.3,62,0,0,0.68,5.97,2.01,1,0,26.36
5811,1108,49,5,3,9,33937000,9230,36,3219,1,3,1.18,3.14,81.7,1.08,3.3,2.49,77.9,0.76,30.3,0.84,2.56,3.32,4,0.0000000295,44.66
5812,1153,79,7,3,8,26510000,11760,38,2459,1,1,1.01,0.33,84,0.5,2.28,2.44,58.2,0.69,28.4,0.56,0.13,2.85,2,0.0000000377,30.05
5813,98,52,5,4,4,41989000,16110,35,2243,5,3,5.68,3.65,80,2.26,0.78,1.97,55.8,0.5,38.5,2.3,5.96,5.61,8,0.0000001191,57.63
5814,683,69,6,4,6,18577000,6190,27,1802,4,3,3.59,2.83,89.8,1.94,2.27,2.35,55.6,0.82,31.5,0,6.46,3.17,7,0.0000002153,53.43
5815,1227,5,1,4,6,77025000,25670,26,2235,7,1,7.09,1.51,84.3,2.17,1.67,1.03,49.5,2.38,43,3.07,4.91,4.03,8,0.0000000909,56.11
5816,681,5,1,5,6,144204000,22770,38,2353,6,8,6.69,7.55,78.9,2.44,1.73,1.44,57.9,1.84,32.7,1.72,3.36,2.33,14,0.0000000416,79.83
5817,1095,33,3,2,3,42610000,18850,26,2106,11,6,9.75,7.28,69.7,0.24,0.34,0.61,31.5,3.37,42.8,3.62,5.16,4.6,17,0.0000002582,85.83
5818,47,91,8,2,1,20345000,6520,24,2020,3,2,2.81,2.25,85.7,1.55,0.28,0.29,48.3,3.09,29.8,0.72,2.03,5.99,5,0.0000001475,39.49
5819,1925,71,6,1,8,14851000,4660,26,1697,1,2,0.36,1.39,76.8,0.2,1.28,2.78,63.5,0.27,33.3,0.74,2.76,1.47,3,0.0000000673,30.69
5820,1210,27,3,5,2,78614000,29680,35,2076,9,4,8.94,3.95,81.2,1.54,0,0.68,34.3,3.14,38,0.74,2.91,3.63,13,0.0000001145,70.4
5821,880,86,8,4,2,24042000,8650,28,2039,7,8,5.04,7.4,69,2.8,0.11,0.11,55.8,1.49,21,1.42,2.09,1.51,15,0.0000002912,78.18
5822,503,90,8,2,1,8305000,2500,25,1669,8,5,7.61,5.27,83.7,2.57,0.8,0.26,57.3,3.67,33.4,3.84,5.27,4.48,13,0.0000009633,73.47
5823,181,49,5,1,8,8373000,1360,29,2227,3,1,2.58,1.58,72.9,0.95,1.84,1.07,64,0.91,13.5,0,6.39,1.3,4,0.0000003583,37.75
5824,43,45,4,4,4,60299000,18560,19,1334,4,1,3.14,1.23,93.5,0.32,1.09,1.35,59.8,1.81,43.2,1,4.96,3.48,5,0.0000000663,38.54
5825,1631,35,3,4,2,61845000,12440,18,1507,5,0,5.17,0,80.7,0,0.53,0.46,56.8,2.87,24.8,1.94,0.22,3.96,5,0.0000000808,34.04
5826,902,47,4,4,8,32168000,12660,23,1623,0,1,0.19,1.23,82.8,0.12,1.67,2.44,66.8,0,0,0.47,5.21,1.13,1,0,23.84
5827,172,36,3,5,4,33809000,11650,16,1065,3,6,3.42,6.5,87.3,0.35,2.41,0.99,52,1.37,22.8,0.45,4.37,1.24,9,0.0000000887,52.89
5828,183,37,4,5,4,18310000,5450,17,1245,0,3,1.33,2.98,76,2.02,1.99,1.09,53.3,0.66,46.4,1.34,8.09,3.73,3,0,34.18
5829,1514,96,8,1,3,15513000,2500,20,1688,3,2,4.42,3.61,78.3,1.56,0.35,0.46,30.8,4.65,39.4,2.49,3.97,2.75,5,0.0000001934,37.14
5830,1916,10,1,4,7,24393000,10200,18,1403,1,1,1.24,0.86,87.1,1.41,1.44,2.14,52.4,0.49,47,0.53,2.82,2.68,2,0.000000041,27.76
5831,1996,53,5,3,5,19964000,4960,24,1769,5,3,5.99,5.38,87.3,1.32,2.28,1.04,63,2.13,34.9,1.95,6.61,4.69,8,0.0000002505,55.77
5832,362,66,6,4,9,42106000,10660,31,2012,1,3,1.45,3.65,90.6,0.34,1.58,0.6,63.3,1.19,35.8,0,5.2,0.17,4,0.0000000237,34.95
5833,414,40,4,4,9,53517000,11660,22,1950,1,2,1.21,2.5,86.8,0,3.22,1.66,75.2,0.66,46.9,0.92,7.63,0.9,3,0.0000000187,35.22
5834,471,60,5,3,6,21512000,3910,7,437,1,0,0.99,0.01,87.4,2.58,1.8,1.41,59,1.25,49.5,0.91,8.43,3.96,1,0.0000000465,25.51
5835,195,78,7,5,8,17278000,4270,31,2694,2,1,2.61,1.22,79.2,0.88,3.13,0.85,75.7,0.75,31.2,0.3,1.98,2.51,3,0.0000001158,35.55
5836,124,45,4,5,8,16475000,3470,23,2070,0,1,0.4,1.25,84.7,0.65,3.92,0.43,51.3,0.54,32.8,0.35,3.35,1.23,1,0,25.16
5837,314,65,6,5,3,63842000,17630,27,2180,9,3,11.65,3,72.5,2.26,1.34,0,37.3,2.82,41.4,0.71,1.95,5.32,12,0.000000141,68.64
5838,48,3,1,2,7,119676000,52280,27,2430,2,0,1.94,0.36,83.6,0.38,0.5,1.46,58,0.84,34.1,0.31,6.39,1.95,2,0.0000000167,29.11
5839,1118,75,7,5,9,21919000,9290,32,2880,2,3,2.61,2.71,90.2,1.37,2.33,2.88,36.4,0.3,38.8,0,7.11,2.81,5,0.0000000912,48.47
5840,1369,65,6,1,6,24790000,10460,17,1269,1,3,0.15,3.27,76.1,3.11,2.03,1.22,42.8,1.27,36.8,0.87,6.64,1.41,4,0.0000000403,37.91
5841,1820,80,7,1,4,18418000,4530,30,2532,5,7,4.42,7.48,73.4,1.9,1.43,1.92,58.5,1.09,39.3,3.45,6.1,1.63,12,0.0000002715,72.6
5842,1575,54,5,3,4,76950000,29350,32,2574,7,3,7.05,3.34,78.5,2.47,1.73,0.99,63.2,1.46,36.8,1.48,5.65,3.55,10,0.000000091,65.97
5843,1370,15,2,1,5,8292000,2960,14,1260,2,1,3.74,1.02,79.8,0.93,1.3,1.13,57.9,2.29,41.8,0.67,5.87,2.25,3,0.0000002412,30.3
5844,120,33,3,5,7,25331000,5920,27,2093,2,1,1.54,1.05,72.5,1.03,1.46,1.51,41.6,0.98,33.2,0.84,4.03,1.74,3,0.000000079,31.84
5845,1990,95,8,4,3,18032000,5850,23,1647,10,1,9.11,2.16,87.4,1.41,0.3,0.86,32.4,4.08,29.8,2.58,1.52,3.48,11,0.0000005546,60.84
5846,429,41,4,4,7,41778000,16880,38,3420,0,2,0.63,1.42,86.7,0.74,0.89,2.57,63.9,0.35,31.8,0,5.62,1.8,2,0,34.62
5847,676,34,3,3,3,42969000,13480,20,1590,6,2,5,4.01,75.1,1.54,0,0.87,46.5,3.85,40.8,3.13,3.34,2.45,8,0.0000001396,48.7
5848,1230,18,2,5,9,100761000,28360,38,2714,1,2,0.86,2.18,89.2,0.44,1.18,1.24,52.8,0.88,60.5,0.68,5.61,3.03,3,0.0000000099,34.97
5849,57,55,5,3,2,35039000,6580,30,2248,8,1,8.69,2.3,75.5,1.19,0.2,0.34,53.5,2.6,35.1,1,1.41,3.61,9,0.0000002283,53.82
5850,971,87,8,2,1,24015000,5640,37,1956,14,3,15.98,2.87,79.9,1.52,0.47,0.54,42.9,1.59,57.3,2.88,3.65,4.68,17,0.000000583,87.46
5851,89,55,5,3,5,30412000,5990,22,1600,3,4,2.28,3.76,83.4,0.98,1.79,1.14,45.5,2.86,45.3,0.39,8.77,2.63,7,0.0000000986,49.55
5852,1182,19,2,3,8,21171000,6670,32,2210,0,3,0.95,3.41,81.8,1.3,2.19,3.07,74.8,1.05,25.2,0,4.18,1.13,3,0,36.62
5853,876,67,6,4,3,17448000,4240,20,1505,10,4,8.87,3.86,75.4,2.71,0.53,0.46,31.4,3.07,52.6,0.91,2.4,4.45,14,0.0000005731,74.41
5854,1374,15,2,4,10,30296000,6740,24,2160,0,0,0,0,70.2,0.15,0,0.14,42.9,0,0,0,2.73,0,0,0,13.76
5855,88,14,2,4,5,36111000,15280,26,2304,2,4,3.6,4.74,84.7,1.93,1.68,0.75,43.5,2.2,36.2,2.18,4.58,2.87,6,0.0000000554,46.76
5856,593,8,1,3,6,34584000,8810,26,2340,2,4,1.42,5.6,82.1,1.85,1.86,1.1,54.6,2.52,42.9,1.97,3.67,1.29,6,0.0000000578,46.35
5857,1487,6,1,3,1,72961000,20270,25,2133,10,2,8.88,2.68,79.9,1.23,0.24,0,32.4,3.21,41,2.27,3.04,0.88,12,0.0000001371,64.17
5858,1902,45,4,2,9,45264000,11130,38,3257,2,3,2.33,3.21,77.1,0.88,0.82,3.34,51.8,0.48,34.9,0.22,0,2.58,5,0.0000000442,43.87
5859,1572,17,2,3,5,58722000,14360,22,1980,2,6,0.44,5.61,85.6,0.76,2.48,1.69,68.5,1.82,33.2,1.64,6.98,2.45,8,0.0000000341,55.79
5860,513,82,7,4,5,34881000,6270,38,2966,2,11,3.11,8.75,82.5,2.68,2.6,1.31,67.7,1.09,37.7,1.51,8.23,1.5,13,0.0000000573,81.62
5861,628,53,5,1,7,9490000,3280,14,1110,1,2,0.63,1.44,90.1,0.4,2.61,2.28,59.7,0.27,25.1,0.79,5.89,2.35,3,0.0000001054,32.58
5862,361,78,7,1,8,32339000,5800,26,2106,2,1,1.8,1.16,78.4,1.49,3.39,2.86,61.2,1.29,42.9,0.58,3.83,1.47,3,0.0000000618,37.16
5863,1006,24,2,1,5,19391000,3160,16,993,2,4,1.03,6.4,73.4,1.33,2.66,1.87,56.1,2.56,47,0.04,4.81,6.54,6,0.0000001031,45.77
5864,1403,43,4,3,9,14141000,4910,29,1780,2,2,2.28,2.05,74,0.85,2.35,2.02,56.9,0.47,32.5,1.18,4.72,2.08,4,0.0000001414,37.26
5865,1950,40,4,3,5,39177000,15950,34,3060,3,5,3.82,6.9,81.5,2.38,1.36,2.28,51.9,1.03,43.9,0.58,3.4,4.61,8,0.0000000766,59.78
5866,1729,7,1,5,4,42587000,9120,18,1266,3,3,2.38,4.55,76.9,2.56,1.82,0.65,37.7,2.11,28.1,2.53,6.01,3.81,6,0.0000000704,44.91
5867,500,46,4,2,3,31414000,5530,25,2145,4,3,2.58,2.73,75.3,0.78,0.28,0.43,44.2,3.66,32.2,3.47,3.48,2.9,7,0.0000001273,45.45
5868,1041,39,4,2,1,35991000,16140,12,1080,4,0,3.87,0.34,74.8,1.83,0.33,0.77,37.5,2.23,41.9,3.05,2.41,5.45,4,0.0000001111,32.46
5869,1293,70,6,4,2,61554000,25290,27,2430,13,4,10.99,4.67,71.5,0.22,0.92,0.35,38.8,3.55,22.9,2.21,3.26,4.35,17,0.0000002112,86.5
5870,955,41,4,5,4,33659000,5120,36,3240,3,10,3.09,9.41,81,0.9,2.86,1.4,67.3,3.26,42.1,2.75,5.48,1.89,13,0.0000000891,79.02
5871,725,45,4,5,9,13849000,3790,11,862,0,0,0.58,0,72.5,0.69,4.13,2.61,61.2,0.77,31.1,0.65,6.02,1.78,0,0,21.36
5872,1009,4,1,1,7,20823000,4820,14,1168,1,1,1.1,1.11,74.5,0.56,2.39,1.7,48,0.29,38.2,0.6,2.28,1.41,2,0.000000048,24.65
5873,1101,51,5,3,3,44098000,15440,27,2420,8,2,10.68,2.11,58.8,2.38,0.56,0.95,67.4,5.19,47.8,1.37,2.85,4,10,0.0000001814,61.84
5874,40,41,4,3,8,10889000,1910,16,1324,1,1,1.43,0.42,82.3,0.4,2.32,2.74,46.9,1.15,28.8,0,6.92,1.95,2,0.0000000918,29.04
5875,1421,25,3,1,8,24826000,4800,18,1324,0,2,1.09,1.94,85.4,1.34,2.48,1.11,70.1,0.74,40.1,0,0,2.14,2,0,26.17
5876,1638,94,8,2,1,27306000,7090,36,2916,4,5,2.62,4.2,80,1.25,0.14,0.51,64.1,3.32,49.6,1.81,0.85,5.12,9,0.0000001465,57.28
5877,437,51,5,5,5,46350000,16970,17,1530,0,1,0.15,2.53,83.6,2.51,1.2,1.13,64.4,2.34,41,1.85,9.25,4.43,1,0,28.61
5878,1492,7,1,2,5,80678000,19330,27,1867,4,8,4.1,8.65,80.8,3.03,2.01,1.75,63.8,1.65,55.5,1,3.81,1.77,12,0.0000000496,72.02
5879,333,1,1,3,10,16004000,6230,32,1786,0,1,0,0.78,83.1,0,0.16,0.27,12.3,0,0,0,3.02,0.44,1,0,16.72
5880,269,41,4,5,1,22574000,6250,25,1854,3,2,6.42,1.63,83,1.64,0.3,0.16,45.8,2.75,39.1,1.83,1.42,2.07,5,0.0000001329,36.46
5881,1909,11,1,1,9,51171000,18490,35,2716,1,2,0.87,2.51,91.8,0.28,1.4,2.62,62.7,0.83,44.9,0.42,1.61,0.65,3,0.0000000195,33.9
5882,131,40,4,3,3,45699000,9380,38,3280,9,6,9.6,6.63,79.5,2.63,0.43,0.86,43.5,3.8,40.4,0,0.93,3.36,15,0.0000001969,83.85
5883,543,46,4,5,8,16246000,2490,16,927,0,3,0.63,2.89,73,0.16,2.83,1.98,57.4,0.46,31.5,0.45,5.33,1.12,3,0,29.7
5884,1570,23,2,2,10,63656000,28420,28,2341,0,0,0,0.52,74.2,0,0.15,0.16,50.8,0,0,0,3.91,0.06,0,0,15.39
5885,1897,25,3,4,9,10267000,3870,28,1495,3,0,3.11,0,86.7,1.07,2.74,1.39,56.3,0.61,42.5,0.41,4.35,0.07,3,0.0000002922,31.78
5886,1668,93,8,1,4,19975000,5330,27,2133,2,2,1.85,2.82,75,1.38,2.78,1.5,31.5,2.08,51.4,1.6,5.47,3.36,4,0.0000001001,39.43
5887,1907,66,6,4,2,13871000,5470,10,675,2,3,3.32,3.83,72.6,2.02,1.07,1.07,49.9,1.78,30,2.98,1.07,2.99,5,0.0000001442,35
